Iteration,Root Node Side Length,Input 0,Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,Input 13,Input 14,Input 15,Input 16,Input 17,Input 18,Input 19,Input 20,Input 21,Input 22,Input 23,Input 24,Input 25,Input 26,Input 27,Input 28,Input 29,Input 30,Input 31,Input 32,Weight 0,Weight 1,Weight 2,Weight 3,Weight 4,Weight 5,Weight 6,Weight 7,Weight 8,Weight 9,Weight 10,Weight 11,Weight 12,Weight 13,Weight 14,Weight 15,Weight 16,Weight 17,Weight 18,Weight 19,Weight 20,Weight 21,Weight 22,Weight 23,Weight 24,Weight 25,Weight 26,Weight 27,Weight 28,Weight 29,Weight 30,Weight 31,Weight 32,Output Signal
1489,23000,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.51919,0.140164,-0.0184923,-0.0128931,0.0188412,-0.0298765,0.0995593,-0.0144872,0.0226484,-0.0551756,-0.0301403,0.000523365,-0.155971,-0.154595,-0.0911192,1.67288,0.990814,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0358372
1490,23000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.51982,-0.04334,-0.0167925,-0.0104915,0.0202912,-0.0284265,0.0974743,-0.0151221,0.0220135,-0.0558105,-0.0301403,0.000523365,-0.156606,-0.15523,-0.0911192,1.67225,0.990814,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0613053
1491,23000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.54954,-0.00845524,0.00772351,0.00354724,-0.00078173,-0.0141834,-0.15979,0.0442802,0.100123,-0.0569806,-0.0138551,-0.0519199,-0.154008,-0.152631,-0.123437,1.64253,0.990814,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0138275
1492,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.48552,0.103551,0.0143256,-0.0414395,-0.039534,0.0155338,-0.0531756,-0.0248441,0.0312033,-0.0205597,0.045774,-0.0502949,-0.0959468,-0.0945704,-0.117473,1.70655,0.990814,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0958686
1493,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.49652,0.0620153,0.0143256,-0.0414395,-0.0505343,0.00453353,-0.0531756,-0.0358443,0.020203,-0.0315599,0.045774,-0.0502949,-0.106947,-0.105571,-0.117473,1.69555,0.990814,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0322908
1494,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.49505,0.203768,-0.00313452,-0.0398115,-0.0117777,-0.0172089,-0.0111905,0.00142535,0.0574727,0.00570972,0.00997488,-0.0502949,-0.105476,-0.1041,-0.117473,1.69702,0.990814,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0280204
1495,23000,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5262,0.203768,-0.00313452,-0.0398115,-0.0429298,-0.0483611,-0.0111905,-0.0297268,0.0263206,-0.0254424,0.00997488,-0.0502949,-0.136629,-0.135252,-0.117473,1.66587,0.990814,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0315191
1496,23000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5243,0.0158779,-0.00210781,-0.0355075,-0.0403194,-0.0457507,-0.0118982,-0.0278241,0.0282232,-0.0235398,0.00997488,-0.0502949,-0.134726,-0.13335,-0.117473,1.66778,0.990814,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0260035
1497,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.51372,-0.309048,-0.000524894,0.00211812,0.00391655,0.00171893,-0.156137,-0.0132434,0.047559,-0.0109838,-0.0277787,0.00294129,-0.0903675,-0.0889911,-0.151253,1.67835,0.990814,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0142433
1498,23000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.54445,-0.309048,-0.000524894,0.00211812,-0.0268181,-0.0290157,-0.156137,-0.043978,0.0168243,-0.0417185,-0.0277787,0.00294129,-0.121102,-0.119726,-0.151253,1.64762,0.990814,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,1.09398
1499,23000,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.19382,-0.168169,-0.000296034,0.00147661,0.00152368,-0.352026,-0.0170967,-0.0147687,-0.0107537,0.00188327,0.0425922,-0.0572612,0.0182902,-0.0810842,-0.0078073,1.62205,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.324702
1500,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23691,-0.297058,-0.00149401,0.00180702,-0.00221867,-0.355768,-0.0564453,-0.0578597,-0.0538447,-0.0412077,0.0425922,-0.0572612,-0.0248009,-0.124175,-0.0078073,1.57896,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.235666
1501,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25312,-0.162922,-0.0171937,-0.00984034,0.0547335,-0.287067,-0.103769,-0.0336987,-0.0296838,-0.0170467,0.00221919,-0.0572612,-0.0410129,-0.140387,-0.0078073,1.56274,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.130445
1502,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.24666,0.239374,-0.021771,-0.0165403,0.0414565,-0.169697,-0.110239,0.0126335,0.0166485,0.0292855,-0.0376527,-0.0572612,-0.0345526,-0.133927,-0.0078073,1.5692,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0843934
1503,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27952,0.239374,-0.021771,-0.0165403,0.00859612,-0.202558,-0.110239,-0.0202269,-0.0162119,-0.00357494,-0.0376527,-0.0572612,-0.067413,-0.166787,-0.0078073,1.53634,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0280241
1504,23000,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28397,0.198211,-0.021771,-0.0165403,0.0041403,-0.207013,-0.110239,-0.0246827,-0.0206678,-0.00803076,-0.0376527,-0.0572612,-0.0718688,-0.171243,-0.0078073,1.53189,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.039392
1505,23000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28284,0.0104685,-0.0195887,-0.0137233,0.00640501,-0.204749,-0.111372,-0.0235509,-0.019536,-0.006899,-0.0376527,-0.0572612,-0.0707371,-0.170111,-0.0078073,1.53302,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.24237
1506,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30424,-0.185366,0.00958909,-0.041088,0.011055,0.00477024,-0.13815,-0.0258156,-0.0424269,0.0756715,-0.0402758,-0.071827,-0.0534417,-0.152816,-0.0465031,1.51162,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0243728
1507,23000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33529,-0.185366,0.00958909,-0.041088,-0.0199866,-0.0262714,-0.13815,-0.0568572,-0.0734685,0.0446299,-0.0402758,-0.071827,-0.0844833,-0.183858,-0.0465031,1.48058,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0987901
1508,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.32217,0.290966,-0.0369719,-0.00582798,0.0205216,0.051028,0.0590451,0.0443184,-0.0845863,0.12969,-0.0696589,-0.0818866,-0.03508,-0.134454,-0.0827939,1.49369,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.162955
1509,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35741,0.290966,-0.0369719,-0.00582798,-0.0147194,0.0157869,0.0590451,0.00907736,-0.119827,0.0944485,-0.0696589,-0.0818866,-0.0703211,-0.169695,-0.0827939,1.45845,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.136752
1510,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.36642,0.24698,-0.0369719,-0.00582798,-0.0237292,0.00677711,0.0590451,6.75753e-05,-0.128837,0.0854387,-0.0696589,-0.0818866,-0.0793308,-0.178705,-0.0827939,1.44944,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0116775
1511,23000,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.36986,0.206114,-0.0369719,-0.00582798,-0.0271618,0.00334452,0.0590451,-0.00336502,-0.13227,0.0820061,-0.0696589,-0.0818866,-0.0827634,-0.182138,-0.0827939,1.44601,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0227805
1512,23000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.36693,0.0184184,-0.0333843,-0.00343368,-0.0237361,0.00677022,0.0585482,-0.000436151,-0.129341,0.0849349,-0.0696589,-0.0818866,-0.0798346,-0.179209,-0.0827939,1.44894,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0176336
1513,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39189,0.262389,0.00143671,0.00272433,0.00491219,0.0119232,0.160936,0.0342664,-0.0572018,0.047691,-0.0450374,-0.0712391,-0.0323551,-0.131729,-0.155235,1.42397,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.171982
1514,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.40337,0.217863,0.00143671,0.00272433,-0.0065714,0.000439641,0.160936,0.0227828,-0.0686854,0.0362074,-0.0450374,-0.0712391,-0.0438386,-0.143213,-0.155235,1.41249,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0241034
1515,23000,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4081,0.176964,0.00143671,0.00272433,-0.0112961,-0.00428504,0.160936,0.0180581,-0.0734101,0.0314827,-0.0450374,-0.0712391,-0.0485633,-0.147938,-0.155235,1.40777,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.117199
1516,23000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41362,-0.0117046,0.00102092,0.00373794,-0.0122545,-0.00524344,0.156367,0.0125308,-0.0789374,0.0259554,-0.0450374,-0.0712391,-0.0540906,-0.153465,-0.155235,1.40224,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00227826
1517,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3614,0.0345483,-0.00972021,-0.0205078,0.0275991,0.0522562,0.0292241,0.0421085,0.0165241,-0.0299567,-0.068662,-0.00687367,0.0104616,-0.0889128,-0.167566,1.45446,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.123138
1518,23000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39544,0.0345483,-0.00972021,-0.0205078,-0.00643539,0.0182217,0.0292241,0.00807405,-0.0175104,-0.0639912,-0.068662,-0.00687367,-0.0235729,-0.122947,-0.167566,1.42043,1.27686,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,1.30184
1519,23000,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23495,-0.168108,-0.000237124,0.0015368,0.00158334,-0.352,-0.0171127,-0.0146656,-0.0104946,-0.00390427,0.00376218,0.00820956,0.00675338,-0.0391513,-0.0211453,1.48252,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.168992
1520,23000,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23163,-0.0309441,-0.0112531,-0.00656581,0.0507613,-0.302822,-0.0629684,-0.0113434,-0.00717239,-0.000582021,0.00376218,0.00820956,0.0100756,-0.0358291,-0.0211453,1.48584,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.146392
1521,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27172,-0.17059,-0.0127002,-0.00625676,0.0439762,-0.309607,-0.0962683,-0.0514283,-0.0472573,-0.040667,0.00376218,0.00820956,-0.0300093,-0.075914,-0.0211453,1.44576,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.071881
1522,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25017,0.238594,-0.0148539,-0.0116006,0.0448728,-0.176535,-0.102379,0.0100565,0.0142274,0.0208178,-0.0361718,0.00820956,-0.00845847,-0.0543632,-0.0211453,1.46731,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0677616
1523,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28252,0.238594,-0.0148539,-0.0116006,0.0125164,-0.208892,-0.102379,-0.0222999,-0.018129,-0.0115386,-0.0361718,0.00820956,-0.0408149,-0.0867196,-0.0211453,1.43495,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0151476
1524,23000,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28632,0.197721,-0.0148539,-0.0116006,0.00871734,-0.212691,-0.102379,-0.026099,-0.021928,-0.0153376,-0.0361718,0.00820956,-0.0446139,-0.0905187,-0.0211453,1.43115,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0416771
1525,23000,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28543,0.00992215,-0.0131934,-0.00911655,0.0108037,-0.210604,-0.103578,-0.0252109,-0.02104,-0.0144496,-0.0361718,0.00820956,-0.0437259,-0.0896306,-0.0211453,1.43204,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0214622
1526,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27773,-0.146812,-0.00346039,0.00662565,0.0292266,0.0471372,0.0479993,-0.00869469,0.0352904,0.0924155,-0.0548141,-0.0280756,-0.0360239,-0.0819287,-0.0211453,1.43974,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.239435
1527,23000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31529,-0.146812,-0.00346039,0.00662565,-0.00833201,0.00957858,0.0479993,-0.0462533,-0.00226827,0.0548569,-0.0548141,-0.0280756,-0.0735826,-0.119487,-0.0211453,1.40219,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0657504
1528,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.29773,-0.218786,-0.0249866,-0.0118149,0.0485963,0.109982,0.186219,-0.0495495,0.0544161,-0.00859839,0.0277167,0.00566364,-0.0205073,-0.066412,-0.0566574,1.41975,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.18995
1529,23000,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33379,-0.218786,-0.0249866,-0.0118149,0.0125372,0.0739234,0.186219,-0.0856086,0.018357,-0.0446575,0.0277167,0.00566364,-0.0565664,-0.102471,-0.0566574,1.38369,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0390992
1530,23000,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.34635,0.189062,-0.0377514,-0.0242689,0.0508558,0.0880575,0.121979,-0.0981699,0.00579573,-0.0572188,0.0277167,0.00566364,-0.0691277,-0.115032,-0.0566574,1.37113,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0190032
1531,23000,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35144,0.148513,-0.0377514,-0.0242689,0.0457634,0.082965,0.121979,-0.103262,0.000703261,-0.0623112,0.0277167,0.00566364,-0.0742202,-0.120125,-0.0566574,1.36604,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00883759
1532,23000,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3346,-0.291282,-0.0253774,-0.0131982,0.0506438,0.0859416,0.135661,-0.0864216,0.0175441,-0.0454704,0.0277167,0.00566364,-0.0573793,-0.103284,-0.0566574,1.38288,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0455133
1533,23000,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.32011,-0.00254415,-0.0232251,-0.0150729,0.119882,0.119977,0.0986366,-0.0719363,0.0320293,-0.0309852,0.0277167,0.00566364,-0.0428941,-0.0887988,-0.0566574,1.39736,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.114522
1534,23000,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35389,-0.00254415,-0.0232251,-0.0150729,0.0861085,0.0862037,0.0986366,-0.10571,-0.00174407,-0.0647586,0.0277167,0.00566364,-0.0766675,-0.122572,-0.0566574,1.36359,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0104909
1535,23000,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33415,-0.00208684,-0.0179308,-0.0131842,-0.0182144,0.0565437,0.0920306,-0.104916,-0.000950121,-0.0639646,0.0466588,0.00566364,-0.0569315,-0.102836,-0.0566574,1.38332,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0280952
1536,23000,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3356,0.031741,-0.0243005,0.0387158,0.0157975,0.0848542,0.0835861,-0.0652787,0.038687,-0.0243275,0.00557382,0.00566364,-0.0583794,-0.104284,-0.0566574,1.38188,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.00380362
1537,23000,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.34603,-0.0788009,-0.0259592,0.0356838,0.00536912,0.0744259,0.0835861,-0.075707,0.0282586,-0.0347559,0.00557382,0.00566364,-0.0688077,-0.114712,-0.0566574,1.37145,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0054868
1538,23000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31185,-0.0566111,-0.00637398,-0.0162192,-0.0350292,0.0974337,0.0230843,-0.101418,0.00254807,-0.0604664,0.0654614,0.00566364,-0.0346307,-0.0805354,-0.0566574,1.40563,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0440705
1539,23000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.34271,-0.181437,-0.00260295,-0.0101336,-0.0273998,0.0507291,0.0214982,-0.10053,0.00343604,-0.0595785,0.0337153,0.00566364,-0.0654888,-0.111394,-0.0566574,1.37477,1.29064,0.655355,2.2413,1.81326,3.08283,0.405647,6.09237,3.45493,1.73027,0.286632,1.35534,0.584133,0.286896,1.9554,0.250941,2.42318,17.2211,0.0261305
